,geographic_identifier,year,species,measurement_value
193,6100005,2006,BET,21.218
194,6100005,2006,YFT,296.74
195,6100005,2007,BET,152.591
196,6100005,2007,YFT,533.614
197,6100005,2008,BET,80.536
198,6100005,2008,YFT,191.239
199,6100005,2009,BET,181.65
200,6100005,2009,YFT,1880.321
201,6100005,2010,BET,4.532
202,6100005,2010,YFT,41.269999999999996
203,6100005,2011,BET,125.64999999999999
204,6100005,2011,YFT,499.212
205,6100005,2012,BET,58.536
206,6100005,2012,YFT,145.211
207,6100005,2013,BET,104.579
208,6100005,2013,YFT,1101.296
209,6100005,2014,BET,523.875
210,6100005,2014,YFT,2158.12
211,6100005,2015,BET,240.35700000000003
212,6100005,2015,YFT,1875.968
213,6100005,2016,BET,79.215
214,6100005,2016,YFT,483.841
215,6100005,2017,BET,209.43
216,6100005,2017,YFT,1391.8890000000001
217,6100005,2018,BET,98.733
218,6100005,2018,YFT,364.67
219,6100005,2019,BET,56.07
220,6100005,2019,YFT,478.15999999999997
221,6100005,2020,BET,10.25
222,6100005,2020,YFT,19.759999999999998
223,6100005,2021,BET,161.615
224,6100005,2021,YFT,2263.414
225,6100005,2022,BET,51.123
226,6100005,2022,YFT,806.71215
227,6100005,2023,BET,147.5538
228,6100005,2023,YFT,742.06496
229,6100010,2018,BET,224.0
230,6100010,2018,YFT,1942.0
231,6100010,2019,BET,78.0
232,6100010,2019,YFT,419.0
233,6100010,2020,BET,0.79
234,6100010,2020,YFT,0.34
235,6100010,2021,BET,31.0
236,6100010,2021,YFT,126.0
237,6100010,2022,YFT,5.0
238,6100010,2023,BET,1.0
239,6100010,2023,YFT,7.0
240,6100015,2023,YFT,1.0
241,6100020,2022,BET,7.0
242,6100020,2022,YFT,8.0
243,6100025,2023,YFT,10.0
244,6100040,1972,BET,2.56592
245,6100040,1972,YFT,1.363
246,6100040,1985,BET,4.3
247,6100040,1985,YFT,47.03
248,6100040,1990,BET,7.11428
249,6100040,1990,YFT,3.76536
250,6100040,1991,BET,9.95
251,6100040,1991,YFT,76.26
252,6100040,1992,BET,3.0
253,6100040,1992,YFT,4.53
254,6100040,1994,BET,6.54
255,6100040,1994,YFT,3.698
256,6100040,1995,BET,14.635
257,6100040,1995,YFT,113.623
258,6100040,1996,BET,29.835
259,6100040,1996,YFT,66.16900000000001
260,6100040,1997,BET,14.271
261,6100040,1997,YFT,36.061
262,6100040,1998,BET,8.129
263,6100040,1998,YFT,20.655
264,6100040,2000,BET,1.75
265,6100040,2000,YFT,2.195
266,6100040,2002,BET,21.334
267,6100040,2002,YFT,88.352
268,6100040,2003,BET,6.760000000000001
269,6100040,2003,YFT,56.683
270,6100040,2004,BET,86.11803
271,6100040,2004,YFT,318.76179
272,6100040,2005,BET,15.582321266968329
273,6100040,2005,YFT,10.454
274,6100040,2008,BET,23.505
275,6100040,2008,YFT,22.377000000000002
276,6100040,2018,BET,4.012096793
277,6100040,2018,YFT,4.132086912
278,6100040,2023,BET,4.944999999999999
279,6100045,1968,BET,443.02720000000005
280,6100045,1968,YFT,300.57804
281,6100045,1969,BET,273.66256
282,6100045,1969,YFT,654.4024000000001
283,6100045,1970,BET,7.27088
284,6100045,1970,YFT,34.40212
285,6100045,1971,BET,55.56696959999999
286,6100045,1971,YFT,90.2538
287,6100045,1972,BET,87.21692
288,6100045,1972,YFT,32.903400000000005
289,6100045,1974,BET,40.715999999999994
290,6100045,1974,YFT,3.59484
291,6100045,1980,BET,2.958
292,6100045,1980,YFT,1.3456
293,6100045,1984,BET,33.74
294,6100045,1984,YFT,318.06
295,6100045,1985,BET,561.92
296,6100045,1985,YFT,1855.99
297,6100045,1986,BET,444.86
298,6100045,1986,YFT,1399.74
299,6100045,1987,BET,399.70844
300,6100045,1987,YFT,2035.22608
301,6100045,1988,BET,147.47904
302,6100045,1988,YFT,451.19568000000004
303,6100045,1989,BET,433.7514800000001
304,6100045,1989,YFT,2065.75
305,6100045,1990,BET,391.51
306,6100045,1990,YFT,1253.71
307,6100045,1991,BET,209.04116
308,6100045,1991,YFT,673.56492
309,6100045,1992,BET,823.97
310,6100045,1992,YFT,2812.92
311,6100045,1993,BET,522.21
312,6100045,1993,YFT,1757.47
313,6100045,1994,BET,506.63176
314,6100045,1994,YFT,1378.52424
315,6100045,1995,BET,661.86348
316,6100045,1995,YFT,2381.4597599999997
317,6100045,1996,BET,2570.874
318,6100045,1996,YFT,6109.821
319,6100045,1997,BET,1102.392
320,6100045,1997,YFT,3367.7290000000003
321,6100045,1998,BET,727.837
322,6100045,1998,YFT,2462.061
323,6100045,1999,BET,1363.521
324,6100045,1999,YFT,5609.287
325,6100045,2000,BET,1522.6552194961478
326,6100045,2000,YFT,5060.230821936323
327,6100045,2001,BET,628.282
328,6100045,2001,YFT,1702.065
329,6100045,2002,BET,1861.7647584511049
330,6100045,2002,YFT,5139.591905151741
331,6100045,2003,BET,1589.0125
332,6100045,2003,YFT,6739.48879
333,6100045,2004,BET,1366.76095
334,6100045,2004,YFT,2718.03416
335,6100045,2005,BET,1651.5828783286838
336,6100045,2005,YFT,4105.528307078189
337,6100045,2006,BET,545.5208664580953
338,6100045,2006,YFT,776.869296032619
339,6100045,2007,BET,327.5756003418803
340,6100045,2007,YFT,405.2921288888889
341,6100045,2008,BET,107.17332
342,6100045,2008,YFT,41.497769999999996
343,6100045,2009,BET,230.66000000000003
344,6100045,2009,YFT,1009.37
345,6100045,2010,BET,18.69
346,6100045,2010,YFT,96.74000000000001
347,6100045,2011,BET,154.39000000000001
348,6100045,2011,YFT,1667.91
349,6100045,2012,BET,542.8112419138756
350,6100045,2012,YFT,2241.5641706698566
351,6100045,2013,BET,398.91759
352,6100045,2013,YFT,1617.4711300000001
353,6100045,2014,BET,407.6446253021358
354,6100045,2014,YFT,2024.4356780266457
355,6100045,2015,BET,508.4896172052471
356,6100045,2015,YFT,4166.101210426574
357,6100045,2016,BET,236.54164
358,6100045,2016,YFT,885.25626
359,6100045,2017,BET,615.6002728958982
360,6100045,2017,YFT,2672.1417270951542
361,6100045,2018,BET,1853.835132853578
362,6100045,2018,YFT,3849.607614006289
363,6100045,2019,BET,387.852709355
364,6100045,2019,YFT,1523.0008630884913
365,6100045,2020,BET,83.72987012620138
366,6100045,2020,YFT,216.738028412203
367,6100045,2021,BET,759.0191291436511
368,6100045,2021,YFT,2387.064485797592
369,6100045,2022,BET,544.3205530231489
370,6100045,2022,YFT,1769.1176509476227
371,6100045,2023,BET,1351.25137527
372,6100045,2023,YFT,2147.820434096
373,6100050,1968,BET,585.89512
374,6100050,1968,YFT,450.84212
375,6100050,1969,BET,249.75032000000002
376,6100050,1969,YFT,615.409
377,6100050,1970,BET,8.020240000000001
378,6100050,1970,YFT,25.10588
379,6100050,1971,BET,47.896864
380,6100050,1971,YFT,92.83944000000001
381,6100050,1972,BET,107.80112
382,6100050,1972,YFT,184.817
383,6100050,1973,BET,2.88376
384,6100050,1973,YFT,9.00856
385,6100050,1974,BET,33.14004
386,6100050,1974,YFT,36.95528
387,6100050,1979,BET,1.4848
388,6100050,1979,YFT,1.5892
389,6100050,1980,BET,0.0812
390,6100050,1982,BET,8.004
391,6100050,1982,YFT,24.4412
392,6100050,1983,BET,91.36
393,6100050,1983,YFT,270.09
394,6100050,1984,BET,744.43
395,6100050,1984,YFT,3252.29
396,6100050,1985,BET,1224.8899999999999
397,6100050,1985,YFT,5301.65
398,6100050,1986,BET,1090.0924
399,6100050,1986,YFT,5258.56084
400,6100050,1987,BET,2804.1302
401,6100050,1987,YFT,10245.70936
402,6100050,1988,BET,3013.48464
403,6100050,1988,YFT,13320.75784
404,6100050,1989,BET,1853.50348
405,6100050,1989,YFT,7491.7732000000005
406,6100050,1990,BET,1811.89732
407,6100050,1990,YFT,6013.0934799999995
408,6100050,1991,BET,3618.56884
409,6100050,1991,YFT,4342.46364
410,6100050,1992,BET,2375.3732
411,6100050,1992,YFT,5745.64912
412,6100050,1993,BET,3611.82036
413,6100050,1993,YFT,8057.00224
414,6100050,1994,BET,2515.1752
415,6100050,1994,YFT,6370.67236
416,6100050,1995,BET,2640.30224
417,6100050,1995,YFT,7967.6706
418,6100050,1996,BET,5331.191
419,6100050,1996,YFT,11593.006000000001
420,6100050,1997,BET,6051.475466888788
421,6100050,1997,YFT,15582.068230143339
422,6100050,1998,BET,3980.8163892398275
423,6100050,1998,YFT,9411.571591175643
424,6100050,1999,BET,7475.938864232906
425,6100050,1999,YFT,21738.705137039222
426,6100050,2000,BET,6967.176648186073
427,6100050,2000,YFT,24065.085898536374
428,6100050,2001,BET,2878.2562485865674
429,6100050,2001,YFT,9311.962116083607
430,6100050,2002,BET,5841.163520121909
431,6100050,2002,YFT,11094.32392602311
432,6100050,2003,BET,4639.799058810268
433,6100050,2003,YFT,14772.763069355216
434,6100050,2004,BET,4601.77134
435,6100050,2004,YFT,10518.16175
436,6100050,2005,BET,6278.486705006508
437,6100050,2005,YFT,20991.175792351216
438,6100050,2006,BET,6622.7938462553975
439,6100050,2006,YFT,19761.461591805662
440,6100050,2007,BET,5552.728044425517
441,6100050,2007,YFT,8600.286141113982
442,6100050,2008,BET,3461.0286367687418
443,6100050,2008,YFT,5604.535664413499
444,6100050,2009,BET,3494.15598
445,6100050,2009,YFT,10669.03303
446,6100050,2010,BET,1812.16
447,6100050,2010,YFT,7315.26
448,6100050,2011,BET,3596.51
449,6100050,2011,YFT,17780.41
450,6100050,2012,BET,5472.625824641149
451,6100050,2012,YFT,16928.759096220096
452,6100050,2013,BET,6195.07375
453,6100050,2013,YFT,27877.15354
454,6100050,2014,BET,3595.3847259013514
455,6100050,2014,YFT,14013.792584267645
456,6100050,2015,BET,3296.8432299209367
457,6100050,2015,YFT,20624.988927518083
458,6100050,2016,BET,3250.429434473207
459,6100050,2016,YFT,14204.206008709207
460,6100050,2017,BET,4136.584713981944
461,6100050,2017,YFT,19655.345577267017
462,6100050,2018,BET,5082.90993455703
463,6100050,2018,YFT,18053.40005720058
464,6100050,2019,BET,3391.7454243909474
465,6100050,2019,YFT,16374.607010380665
466,6100050,2020,BET,2033.6688836604094
467,6100050,2020,YFT,5795.11864308437
468,6100050,2021,BET,5747.4703350786385
469,6100050,2021,YFT,21718.349451704
470,6100050,2022,BET,6676.391203245546
471,6100050,2022,YFT,21950.96612575712
472,6100050,2023,BET,2715.014340345
473,6100050,2023,YFT,8097.582803298
474,6100055,1968,BET,98.07568
475,6100055,1968,YFT,463.77264
476,6100055,1969,BET,584.14004
477,6100055,1969,YFT,1197.12928
478,6100055,1970,BET,27.944399999999998
479,6100055,1970,YFT,51.46108
480,6100055,1971,BET,50.287067199999996
481,6100055,1971,YFT,230.72979999999998
482,6100055,1972,BET,72.2796
483,6100055,1972,YFT,147.74223999999998
484,6100055,1974,BET,127.16152
485,6100055,1974,YFT,224.68040000000002
486,6100055,1975,BET,50.28136
487,6100055,1975,YFT,3.5786000000000002
488,6100055,1979,BET,2.9812
489,6100055,1979,YFT,1.7864
490,6100055,1980,BET,16.7272
491,6100055,1980,YFT,9.6396
492,6100055,1981,BET,28.072
493,6100055,1981,YFT,4.9879999999999995
494,6100055,1982,BET,44.5788
495,6100055,1982,YFT,38.3032
496,6100055,1983,BET,48.716
497,6100055,1983,YFT,124.63879999999999
498,6100055,1984,BET,1389.4604
499,6100055,1984,YFT,4980.938
500,6100055,1985,BET,834.588
501,6100055,1985,YFT,3706.4467999999997
502,6100055,1986,BET,1296.0382
503,6100055,1986,YFT,5087.68816
504,6100055,1987,BET,1987.095
505,6100055,1987,YFT,3357.9219200000002
506,6100055,1988,BET,2552.4194
507,6100055,1988,YFT,5838.71748
508,6100055,1989,BET,2536.72996
509,6100055,1989,YFT,8107.49572
510,6100055,1990,BET,2510.67332
511,6100055,1990,YFT,10004.41276
512,6100055,1991,BET,6907.46312
513,6100055,1991,YFT,13414.0274
514,6100055,1992,BET,3457.80924
515,6100055,1992,YFT,7162.30692
516,6100055,1993,BET,3368.00576
517,6100055,1993,YFT,8316.65912
518,6100055,1994,BET,2886.05144
519,6100055,1994,YFT,8859.82432
520,6100055,1995,BET,3050.94564
521,6100055,1995,YFT,9453.36548
522,6100055,1996,BET,2692.469
523,6100055,1996,YFT,6644.501
524,6100055,1997,BET,5283.454649950743
525,6100055,1997,YFT,10692.8373117297
526,6100055,1998,BET,4216.714327795674
527,6100055,1998,YFT,6967.357791503252
528,6100055,1999,BET,5969.298639362838
529,6100055,1999,YFT,11482.327306146286
530,6100055,2000,BET,3634.9072157945297
531,6100055,2000,YFT,9984.563622814541
532,6100055,2001,BET,3319.4069845198574
533,6100055,2001,YFT,19529.744228959673
534,6100055,2002,BET,5557.448970610737
535,6100055,2002,YFT,8922.01563585399
536,6100055,2003,BET,3911.3325885895024
537,6100055,2003,YFT,4991.659810371499
538,6100055,2004,BET,5201.6253400000005
539,6100055,2004,YFT,4467.36565
540,6100055,2005,BET,6081.276711554944
541,6100055,2005,YFT,16555.482817531938
542,6100055,2006,BET,7319.528206869972
543,6100055,2006,YFT,13863.69171221424
544,6100055,2007,BET,4505.96432346961
545,6100055,2007,YFT,5132.238901769599
546,6100055,2008,BET,5704.402735041469
547,6100055,2008,YFT,7208.759504134694
548,6100055,2009,BET,2740.926482983055
549,6100055,2009,YFT,6111.693248590343
550,6100055,2010,BET,2423.65
551,6100055,2010,YFT,10005.57
552,6100055,2011,BET,1392.28
553,6100055,2011,YFT,7499.84
554,6100055,2012,BET,4931.860364545455
555,6100055,2012,YFT,3755.2460108133973
556,6100055,2013,BET,3097.0286499999997
557,6100055,2013,YFT,10993.74335
558,6100055,2014,BET,2650.7030145603953
559,6100055,2014,YFT,5814.880073134096
560,6100055,2015,BET,2773.346424974414
561,6100055,2015,YFT,8077.089185961277
562,6100055,2016,BET,3156.4601804964122
563,6100055,2016,YFT,13502.049464453217
564,6100055,2017,BET,2573.229163667475
565,6100055,2017,YFT,10429.148537575555
566,6100055,2018,BET,3710.9200689779937
567,6100055,2018,YFT,11793.12558268018
568,6100055,2019,BET,1842.2734369829636
569,6100055,2019,YFT,7139.321359929932
570,6100055,2020,BET,3873.4624483731072
571,6100055,2020,YFT,10741.543627568015
572,6100055,2021,BET,5327.309947294536
573,6100055,2021,YFT,20349.312640648743
574,6100055,2022,BET,3186.282746810555
575,6100055,2022,YFT,9619.350509968497
576,6100055,2023,BET,2602.623806459
577,6100055,2023,YFT,5775.434390299
578,6100060,1968,BET,37.27312
579,6100060,1968,YFT,119.02528000000001
580,6100060,1969,BET,169.93072
581,6100060,1969,YFT,290.63568
582,6100060,1970,BET,49.82548
583,6100060,1970,YFT,21.41012
584,6100060,1971,BET,48.4974656
585,6100060,1971,YFT,72.59744
586,6100060,1972,BET,124.7522
587,6100060,1972,YFT,304.46752
588,6100060,1974,BET,102.74932000000001
589,6100060,1974,YFT,120.93
590,6100060,1975,BET,16.25508
591,6100060,1975,YFT,7.04236
592,6100060,1978,BET,5.9972
593,6100060,1978,YFT,2.3432
594,6100060,1979,BET,7.7256
595,6100060,1979,YFT,5.4288
596,6100060,1980,BET,30.3108
597,6100060,1980,YFT,10.3936
598,6100060,1981,BET,90.7004
599,6100060,1981,YFT,9.975999999999999
600,6100060,1982,BET,406.4872
601,6100060,1982,YFT,167.0516
602,6100060,1983,BET,102.57400000000001
603,6100060,1983,YFT,64.61840000000001
604,6100060,1984,BET,175.5832
605,6100060,1984,YFT,249.18200000000002
606,6100060,1985,BET,267.5528
607,6100060,1985,YFT,398.3576
608,6100060,1986,BET,565.70768
609,6100060,1986,YFT,775.76624
610,6100060,1987,BET,476.54248
611,6100060,1987,YFT,612.635
612,6100060,1988,BET,1629.08688
613,6100060,1988,YFT,2288.19376
614,6100060,1989,BET,1678.09708
615,6100060,1989,YFT,1258.18636
616,6100060,1990,BET,2114.58984
617,6100060,1990,YFT,2427.30716
618,6100060,1991,BET,5107.19164
619,6100060,1991,YFT,3551.06352
620,6100060,1992,BET,3658.3856800000003
621,6100060,1992,YFT,3956.12948
622,6100060,1993,BET,2621.5346799999998
623,6100060,1993,YFT,7857.29744
624,6100060,1994,BET,1805.67284
625,6100060,1994,YFT,1517.31672
626,6100060,1995,BET,3172.20224
627,6100060,1995,YFT,1055.5036
628,6100060,1996,BET,3151.732
629,6100060,1996,YFT,2139.4500000000003
630,6100060,1997,BET,4066.851369458485
631,6100060,1997,YFT,2780.727469490789
632,6100060,1998,BET,4650.946878065105
633,6100060,1998,YFT,3519.436389751323
634,6100060,1999,BET,5094.160111904075
635,6100060,1999,YFT,4385.46896420771
636,6100060,2000,BET,4834.147998259681
637,6100060,2000,YFT,2996.4382743352317
638,6100060,2001,BET,4733.631370961691
639,6100060,2001,YFT,7868.69813074367
640,6100060,2002,BET,5753.856264889395
641,6100060,2002,YFT,3374.794616609225
642,6100060,2003,BET,4131.615971964812
643,6100060,2003,YFT,2797.2140890546652
644,6100060,2004,BET,5316.23948
645,6100060,2004,YFT,2103.20734
646,6100060,2005,BET,3277.6371286943063
647,6100060,2005,YFT,2301.4998857676733
648,6100060,2006,BET,4162.33619534575
649,6100060,2006,YFT,3028.4361854413773
650,6100060,2007,BET,1720.649430592272
651,6100060,2007,YFT,834.673058704906
652,6100060,2008,BET,2581.920564034149
653,6100060,2008,YFT,1043.5167875065388
654,6100060,2009,BET,2533.6469734228535
655,6100060,2009,YFT,1461.4460970638377
656,6100060,2010,BET,406.37230999999997
657,6100060,2010,YFT,1538.66601
658,6100060,2011,BET,535.77
659,6100060,2011,YFT,3539.43
660,6100060,2012,BET,4012.234923444976
661,6100060,2012,YFT,922.77876
662,6100060,2013,BET,1989.21036
663,6100060,2013,YFT,4308.4759
664,6100060,2014,BET,1503.8199870103026
665,6100060,2014,YFT,1456.0068021415248
666,6100060,2015,BET,1896.3367551690399
667,6100060,2015,YFT,2862.700808049383
668,6100060,2016,BET,2716.309196998113
669,6100060,2016,YFT,5174.230979016374
670,6100060,2017,BET,2045.4338882816253
671,6100060,2017,YFT,4272.4826930252775
672,6100060,2018,BET,2008.6950223537558
673,6100060,2018,YFT,4064.7582835309504
674,6100060,2019,BET,2116.796608396522
675,6100060,2019,YFT,5607.174638060846
676,6100060,2020,BET,2104.0033470050053
677,6100060,2020,YFT,4589.497225087802
678,6100060,2021,BET,4979.318483492453
679,6100060,2021,YFT,18689.863225575384
680,6100060,2022,BET,2626.4470938012178
681,6100060,2022,YFT,5471.576437366592
682,6100060,2023,BET,2023.138837808
683,6100060,2023,YFT,3200.434245264
684,6100065,1967,BET,43.239000000000004
685,6100065,1967,YFT,188.15548
686,6100065,1968,BET,42.07204
687,6100065,1968,YFT,197.8554
688,6100065,1969,BET,109.5852
689,6100065,1969,YFT,299.79504
690,6100065,1970,BET,105.21316
691,6100065,1970,YFT,204.01848
692,6100065,1971,BET,56.3615232
693,6100065,1971,YFT,129.14628
694,6100065,1972,BET,38.64772
695,6100065,1972,YFT,100.91188
696,6100065,1973,BET,4.02984
697,6100065,1973,YFT,3.8222
698,6100065,1975,BET,32.98228
699,6100065,1975,YFT,58.542880000000004
700,6100065,1978,BET,1.1136
701,6100065,1978,YFT,0.4872
702,6100065,1979,BET,17.8524
703,6100065,1979,YFT,18.2816
704,6100065,1980,BET,11.9596
705,6100065,1980,YFT,15.0104
706,6100065,1981,BET,52.3856
707,6100065,1981,YFT,16.1124
708,6100065,1982,BET,259.7008
709,6100065,1982,YFT,71.83879999999999
710,6100065,1983,BET,170.5004
711,6100065,1983,YFT,43.3328
712,6100065,1984,BET,87.2788
713,6100065,1984,YFT,134.5932
714,6100065,1985,BET,845.2216000000001
715,6100065,1985,YFT,272.7192
716,6100065,1986,BET,748.4064800000001
717,6100065,1986,YFT,490.27772
718,6100065,1987,BET,603.40104
719,6100065,1987,YFT,417.99728
720,6100065,1988,BET,1897.93256
721,6100065,1988,YFT,1154.39624
722,6100065,1989,BET,889.4844400000001
723,6100065,1989,YFT,680.55152
724,6100065,1990,BET,635.40704
725,6100065,1990,YFT,691.735
726,6100065,1991,BET,2748.4673199999997
727,6100065,1991,YFT,2177.6423999999997
728,6100065,1992,BET,965.9124800000001
729,6100065,1992,YFT,884.19704
730,6100065,1993,BET,1099.72452
731,6100065,1993,YFT,1101.00376
732,6100065,1994,BET,1312.7802
733,6100065,1994,YFT,800.5638799999999
734,6100065,1995,BET,1491.0164
735,6100065,1995,YFT,958.54348
736,6100065,1996,BET,1386.388
737,6100065,1996,YFT,515.514
738,6100065,1997,BET,1261.4804545454544
739,6100065,1997,YFT,622.3901818181819
740,6100065,1998,BET,980.573449943972
741,6100065,1998,YFT,816.8573305113944
742,6100065,1999,BET,3151.1221075380854
743,6100065,1999,YFT,1653.323001225797
744,6100065,2000,BET,3535.8134268519434
745,6100065,2000,YFT,1624.9290756823837
746,6100065,2001,BET,2885.514558441506
