,geographic_identifier,year,species,measurement_value
117,6100000,2017,BET,78.0
118,6100000,2017,YFT,23.0
119,6100000,2018,BET,124.0
120,6100000,2018,YFT,43.0
121,6100000,2019,BET,1.0
122,6100000,2019,YFT,5.0
123,6100000,2022,BET,38.0
124,6100000,2022,YFT,1.0
137,6100005,1965,BET,1818.0
138,6100005,1965,YFT,15314.0
139,6100005,1966,BET,81.0
140,6100005,1966,YFT,713.0
141,6100005,1967,BET,2.0
142,6100005,1967,YFT,15.0
143,6100005,1969,BET,94.0
144,6100005,1969,YFT,142.0
145,6100005,1970,BET,9.0
146,6100005,1970,YFT,7.0
147,6100005,1972,BET,1122.0
148,6100005,1972,YFT,9884.0
149,6100005,1973,YFT,1302.0
150,6100005,1977,BET,256.0
151,6100005,1977,YFT,1165.0
152,6100005,1979,BET,279.0
153,6100005,1979,YFT,748.0
154,6100005,1980,BET,1956.0
155,6100005,1980,YFT,3304.0
156,6100005,1982,BET,71.0
157,6100005,1982,YFT,187.0
158,6100005,1984,BET,91.0
159,6100005,1984,YFT,46.0
160,6100005,1985,BET,1260.0
161,6100005,1985,YFT,1116.0
162,6100005,1986,BET,5.0
163,6100005,1986,YFT,73.0
164,6100005,1989,BET,1767.0
165,6100005,1989,YFT,193.0
166,6100005,1990,BET,212.0
167,6100005,1990,YFT,42.0
168,6100005,1991,BET,252.0
169,6100005,1994,BET,19.0
170,6100005,1994,YFT,19.0
171,6100005,1997,BET,1171.0
172,6100005,1997,YFT,1849.0
173,6100005,1998,BET,265.0
174,6100005,1998,YFT,72.0
175,6100005,2000,BET,89.0
176,6100005,2000,YFT,15.0
177,6100005,2002,BET,55.0
178,6100005,2002,YFT,545.0
179,6100005,2003,BET,65.0
180,6100005,2003,YFT,327.0
181,6100005,2004,BET,94.0
182,6100005,2004,YFT,15.0
183,6100005,2005,BET,1122.0
184,6100005,2005,YFT,80.0
185,6100005,2006,BET,31.0
186,6100005,2006,YFT,158.0
187,6100005,2007,BET,1383.0
188,6100005,2007,YFT,24511.0
189,6100005,2008,BET,1749.0
190,6100005,2008,YFT,29852.0
191,6100005,2009,BET,1147.0
192,6100005,2009,YFT,19119.0
193,6100005,2010,BET,332.0
194,6100005,2010,YFT,11676.0
195,6100005,2011,BET,519.0
196,6100005,2011,YFT,11473.0
197,6100005,2012,BET,709.0
198,6100005,2012,YFT,18843.0
199,6100005,2013,BET,19.0
200,6100005,2013,YFT,935.0
203,6100040,1965,YFT,20.0
204,6100040,1967,BET,781.0
205,6100040,1967,YFT,552.0
206,6100040,1968,BET,747.0
207,6100040,1968,YFT,2113.0
208,6100040,1969,BET,785.0
209,6100040,1969,YFT,1746.0
210,6100040,1970,BET,7.0
211,6100040,1970,YFT,27.0
212,6100040,1971,BET,43.0
213,6100040,1971,YFT,73.0
214,6100040,1972,BET,80.0
215,6100040,1972,YFT,91.0
216,6100040,1973,BET,233.0
217,6100040,1973,YFT,156.0
218,6100040,1974,BET,56.0
219,6100040,1974,YFT,26.0
220,6100040,1975,BET,123.0
221,6100040,1975,YFT,129.0
222,6100040,1978,BET,518.0
223,6100040,1978,YFT,677.0
224,6100040,1979,BET,175.0
225,6100040,1979,YFT,134.0
226,6100040,1980,BET,372.0
227,6100040,1980,YFT,258.0
228,6100040,1982,BET,54.0
229,6100040,1982,YFT,109.0
230,6100040,1983,BET,8.0
231,6100040,1983,YFT,27.0
232,6100040,1984,BET,295.0
233,6100040,1984,YFT,274.0
234,6100040,1985,BET,48.0
235,6100040,1985,YFT,350.0
236,6100040,1986,BET,147.0
237,6100040,1986,YFT,1420.0
238,6100040,1987,BET,61.0
239,6100040,1987,YFT,485.0
240,6100040,1990,BET,142.0
241,6100040,1990,YFT,83.0
242,6100040,1992,BET,67.0
243,6100040,1992,YFT,1168.0
244,6100040,1993,BET,208.0
245,6100040,1993,YFT,1439.0
246,6100040,1997,BET,48.0
247,6100040,1997,YFT,98.0
248,6100040,1998,BET,99.0
249,6100040,1998,YFT,122.0
250,6100040,2002,BET,42.0
251,6100040,2002,YFT,159.0
252,6100040,2004,BET,678.0
253,6100040,2004,YFT,6228.0
254,6100040,2005,BET,299.4027149321267
255,6100040,2005,YFT,169.0
256,6100040,2008,BET,580.0
257,6100040,2008,YFT,978.0
258,6100040,2023,BET,131.0
275,6100045,1965,BET,229.0
276,6100045,1965,YFT,207.0
277,6100045,1966,BET,4473.0
278,6100045,1966,YFT,4266.0
279,6100045,1967,BET,10523.0
280,6100045,1967,YFT,5615.0
281,6100045,1968,BET,24374.0
282,6100045,1968,YFT,77236.0
283,6100045,1969,BET,17002.0
284,6100045,1969,YFT,61023.0
285,6100045,1970,BET,825.0
286,6100045,1970,YFT,3274.0
287,6100045,1971,BET,3494.0
288,6100045,1971,YFT,4650.0
289,6100045,1972,BET,6415.0
290,6100045,1972,YFT,5680.0
291,6100045,1973,BET,2379.0
292,6100045,1973,YFT,3554.0
293,6100045,1974,BET,7866.0
294,6100045,1974,YFT,3805.0
295,6100045,1975,BET,8807.0
296,6100045,1975,YFT,6139.0
297,6100045,1976,BET,852.0
298,6100045,1976,YFT,858.0
299,6100045,1977,BET,1864.0
300,6100045,1977,YFT,1131.0
301,6100045,1978,BET,21511.0
302,6100045,1978,YFT,12196.0
303,6100045,1979,BET,8630.0
304,6100045,1979,YFT,5892.0
305,6100045,1980,BET,2657.0
306,6100045,1980,YFT,1691.0
307,6100045,1981,BET,6558.0
308,6100045,1981,YFT,2699.0
309,6100045,1982,BET,5681.0
310,6100045,1982,YFT,18094.0
311,6100045,1983,BET,13553.0
312,6100045,1983,YFT,18744.0
313,6100045,1984,BET,11180.0
314,6100045,1984,YFT,23648.0
315,6100045,1985,BET,3910.0
316,6100045,1985,YFT,12802.0
317,6100045,1986,BET,7408.0
318,6100045,1986,YFT,34076.0
319,6100045,1987,BET,3388.0
320,6100045,1987,YFT,11399.0
321,6100045,1988,BET,53.0
322,6100045,1988,YFT,791.0
323,6100045,1989,BET,297.0
324,6100045,1989,YFT,96.0
325,6100045,1991,BET,599.0
326,6100045,1991,YFT,248.0
327,6100045,1992,BET,4878.0
328,6100045,1992,YFT,10803.0
329,6100045,1993,BET,8692.0
330,6100045,1993,YFT,19913.0
331,6100045,1994,BET,163.0
332,6100045,1994,YFT,457.0
333,6100045,1995,BET,1299.0
334,6100045,1995,YFT,992.0
335,6100045,1996,BET,897.0
336,6100045,1996,YFT,342.0
337,6100045,1997,BET,2740.0
338,6100045,1997,YFT,4503.0
339,6100045,1998,BET,5207.0
340,6100045,1998,YFT,5267.0
341,6100045,1999,BET,158.0
342,6100045,1999,YFT,1874.0
343,6100045,2000,BET,2449.0
344,6100045,2000,YFT,877.0
345,6100045,2001,BET,1451.0
346,6100045,2001,YFT,1265.0
347,6100045,2002,BET,7854.0
348,6100045,2002,YFT,6651.0
349,6100045,2003,BET,9552.0
350,6100045,2003,YFT,23438.0
351,6100045,2004,BET,12918.0
352,6100045,2004,YFT,24304.0
353,6100045,2005,BET,15311.292344599444
354,6100045,2005,YFT,18460.818491086087
355,6100045,2006,BET,1575.380642857143
356,6100045,2006,YFT,2332.917428571429
357,6100045,2007,BET,2750.299145299145
358,6100045,2007,YFT,1729.1794871794873
359,6100045,2008,BET,476.0
360,6100045,2008,YFT,96.0
361,6100045,2012,BET,862.4401913875598
362,6100045,2012,YFT,140.00956937799043
363,6100045,2013,BET,1729.0
364,6100045,2013,YFT,681.0
365,6100045,2014,BET,691.4513909313728
366,6100045,2014,YFT,609.422470238096
367,6100045,2015,BET,746.772528789899
368,6100045,2015,YFT,1026.918833084927
369,6100045,2016,BET,540.0
370,6100045,2016,YFT,1912.0
371,6100045,2017,BET,1416.0
372,6100045,2017,YFT,2387.0
373,6100045,2018,BET,1086.0
374,6100045,2018,YFT,1994.0
375,6100045,2019,BET,19.0
376,6100045,2019,YFT,69.0
377,6100045,2020,BET,23.0
378,6100045,2020,YFT,55.0
379,6100045,2021,BET,240.0
380,6100045,2021,YFT,442.0
381,6100045,2022,BET,78.02476780185759
382,6100045,2022,YFT,337.0
383,6100045,2023,BET,10148.0
384,6100045,2023,YFT,707.0
405,6100050,1965,BET,4484.0
406,6100050,1965,YFT,3555.0
407,6100050,1966,BET,13076.0
408,6100050,1966,YFT,19139.0
409,6100050,1967,BET,6933.0
410,6100050,1967,YFT,17005.0
411,6100050,1968,BET,41017.0
412,6100050,1968,YFT,107610.0
413,6100050,1969,BET,19901.0
414,6100050,1969,YFT,44003.0
415,6100050,1970,BET,665.0
416,6100050,1970,YFT,1778.0
417,6100050,1971,BET,3559.0
418,6100050,1971,YFT,6695.0
419,6100050,1972,BET,10308.0
420,6100050,1972,YFT,14865.0
421,6100050,1973,BET,749.0
422,6100050,1973,YFT,927.0
423,6100050,1974,BET,8227.0
424,6100050,1974,YFT,6171.0
425,6100050,1975,BET,6840.0
426,6100050,1975,YFT,9852.0
427,6100050,1976,BET,3317.0
428,6100050,1976,YFT,4166.0
429,6100050,1977,BET,13608.0
430,6100050,1977,YFT,16181.0
431,6100050,1978,BET,65026.0
432,6100050,1978,YFT,43106.0
433,6100050,1979,BET,22658.0
434,6100050,1979,YFT,14582.0
435,6100050,1980,BET,14368.0
436,6100050,1980,YFT,7811.0
437,6100050,1981,BET,26881.0
438,6100050,1981,YFT,12997.0
439,6100050,1982,BET,47550.0
440,6100050,1982,YFT,49221.0
441,6100050,1983,BET,46841.0
442,6100050,1983,YFT,38082.0
443,6100050,1984,BET,16250.0
444,6100050,1984,YFT,29684.0
445,6100050,1985,BET,23928.0
446,6100050,1985,YFT,38019.0
447,6100050,1986,BET,21226.0
448,6100050,1986,YFT,61422.0
449,6100050,1987,BET,20143.0
450,6100050,1987,YFT,39966.0
451,6100050,1988,BET,8821.0
452,6100050,1988,YFT,12754.0
453,6100050,1989,BET,4864.0
454,6100050,1989,YFT,1664.0
455,6100050,1990,BET,10061.0
456,6100050,1990,YFT,5509.0
457,6100050,1991,BET,36618.0
458,6100050,1991,YFT,18084.0
459,6100050,1992,BET,23132.0
460,6100050,1992,YFT,21945.0
461,6100050,1993,BET,45778.0
462,6100050,1993,YFT,49021.0
463,6100050,1994,BET,2980.0
464,6100050,1994,YFT,2759.0
465,6100050,1995,BET,6022.0
466,6100050,1995,YFT,4504.0
467,6100050,1996,BET,10004.0
468,6100050,1996,YFT,19198.0
469,6100050,1997,BET,10338.0
470,6100050,1997,YFT,20386.616636577925
471,6100050,1998,BET,33337.40816286811
472,6100050,1998,YFT,22677.6490691179
473,6100050,1999,BET,4789.0
474,6100050,1999,YFT,15586.0
475,6100050,2000,BET,8328.0
476,6100050,2000,YFT,20375.754385964912
477,6100050,2001,BET,5866.0
478,6100050,2001,YFT,8542.0
479,6100050,2002,BET,27347.0
480,6100050,2002,YFT,34157.0
481,6100050,2003,BET,39773.0
482,6100050,2003,YFT,58742.0
483,6100050,2004,BET,28184.0
484,6100050,2004,YFT,28904.0
485,6100050,2005,BET,56241.56412480284
486,6100050,2005,YFT,78930.94376824673
487,6100050,2006,BET,44636.58183649118
488,6100050,2006,YFT,42598.07431865892
489,6100050,2007,BET,37179.89146280267
490,6100050,2007,YFT,14086.966260060137
491,6100050,2008,BET,13383.448794935195
492,6100050,2008,YFT,2537.675950330136
493,6100050,2009,BET,327.0
494,6100050,2009,YFT,63.0
495,6100050,2012,BET,45899.04306220096
496,6100050,2012,YFT,10515.110047846889
497,6100050,2013,BET,28537.0
498,6100050,2013,YFT,15356.0
499,6100050,2014,BET,11187.453641661155
500,6100050,2014,YFT,14604.847215138447
501,6100050,2015,BET,14068.009150249458
502,6100050,2015,YFT,16456.670163226085
503,6100050,2016,BET,9262.561946011281
504,6100050,2016,YFT,17430.78887993554
505,6100050,2017,BET,8628.0
506,6100050,2017,YFT,16903.0
507,6100050,2018,BET,3671.0
508,6100050,2018,YFT,23966.0
509,6100050,2019,BET,5364.0
510,6100050,2019,YFT,27843.0
511,6100050,2020,BET,6979.0
512,6100050,2020,YFT,11201.0
513,6100050,2021,BET,4274.16396382919
514,6100050,2021,YFT,6021.188532028414
515,6100050,2022,BET,6104.104834492244
516,6100050,2022,YFT,9105.894619693807
517,6100050,2023,BET,4762.0
518,6100050,2023,YFT,8727.0
539,6100055,1965,BET,9993.0
540,6100055,1965,YFT,20094.0
541,6100055,1966,BET,15788.0
542,6100055,1966,YFT,46379.0
543,6100055,1967,BET,6302.0
544,6100055,1967,YFT,14281.0
545,6100055,1968,BET,11419.0
546,6100055,1968,YFT,79695.0
547,6100055,1969,BET,21803.0
548,6100055,1969,YFT,57498.0
549,6100055,1970,BET,1264.0
550,6100055,1970,YFT,2863.0
551,6100055,1971,BET,5421.0
552,6100055,1971,YFT,23367.0
553,6100055,1972,BET,12401.0
554,6100055,1972,YFT,19168.0
555,6100055,1973,BET,484.0
556,6100055,1973,YFT,899.0
557,6100055,1974,BET,6639.0
558,6100055,1974,YFT,8616.0
559,6100055,1975,BET,7372.0
560,6100055,1975,YFT,3992.0
561,6100055,1976,BET,4668.0
562,6100055,1976,YFT,3152.0
563,6100055,1977,BET,37780.0
564,6100055,1977,YFT,40619.0
565,6100055,1978,BET,38067.0
566,6100055,1978,YFT,27134.0
567,6100055,1979,BET,25040.0
568,6100055,1979,YFT,13657.0
569,6100055,1980,BET,24099.0
570,6100055,1980,YFT,11753.0
571,6100055,1981,BET,32142.0
572,6100055,1981,YFT,24954.0
573,6100055,1982,BET,36281.0
574,6100055,1982,YFT,33943.0
575,6100055,1983,BET,40380.0
576,6100055,1983,YFT,27900.0
577,6100055,1984,BET,14581.0
578,6100055,1984,YFT,19671.0
579,6100055,1985,BET,28167.0
580,6100055,1985,YFT,30003.0
581,6100055,1986,BET,28992.0
582,6100055,1986,YFT,46842.0
583,6100055,1987,BET,29638.0
584,6100055,1987,YFT,20595.0
585,6100055,1988,BET,34966.0
586,6100055,1988,YFT,41477.0
587,6100055,1989,BET,20156.0
588,6100055,1989,YFT,8913.0
589,6100055,1990,BET,36613.0
590,6100055,1990,YFT,25512.0
591,6100055,1991,BET,87719.0
592,6100055,1991,YFT,87634.0
593,6100055,1992,BET,60658.0
594,6100055,1992,YFT,51287.0
595,6100055,1993,BET,55682.0
596,6100055,1993,YFT,38169.0
597,6100055,1994,BET,30096.0
598,6100055,1994,YFT,31899.0
599,6100055,1995,BET,30363.0
600,6100055,1995,YFT,10653.0
601,6100055,1996,BET,24905.65601928756
602,6100055,1996,YFT,41658.626534958705
603,6100055,1997,BET,39670.0
604,6100055,1997,YFT,27647.0
605,6100055,1998,BET,63163.0
606,6100055,1998,YFT,36497.0
607,6100055,1999,BET,24888.0
608,6100055,1999,YFT,28859.0
609,6100055,2000,BET,28340.263157894737
610,6100055,2000,YFT,38985.01754385965
611,6100055,2001,BET,22780.0
612,6100055,2001,YFT,31683.0
613,6100055,2002,BET,57027.0
614,6100055,2002,YFT,46112.0
615,6100055,2003,BET,52647.0
616,6100055,2003,YFT,35397.0
617,6100055,2004,BET,67970.0
618,6100055,2004,YFT,40910.0
619,6100055,2005,BET,59382.74167856631
620,6100055,2005,YFT,83315.58321677735
621,6100055,2006,BET,63738.20434915759
622,6100055,2006,YFT,61415.80733529955
623,6100055,2007,BET,38043.63938763478
624,6100055,2007,YFT,18950.58180534755
625,6100055,2008,BET,42867.9305309719
626,6100055,2008,YFT,5528.396027870394
627,6100055,2009,BET,6650.154556100775
628,6100055,2009,YFT,897.2614576570279
629,6100055,2012,BET,77479.7033492823
630,6100055,2012,YFT,17117.373205741627
631,6100055,2013,BET,24639.0
632,6100055,2013,YFT,8919.0
633,6100055,2014,BET,21923.58041260945
634,6100055,2014,YFT,15984.012935642753
635,6100055,2015,BET,22305.41496556528
636,6100055,2015,YFT,20330.056336133643
637,6100055,2016,BET,10720.755371387746
638,6100055,2016,YFT,17754.04058683488
639,6100055,2017,BET,6351.0
640,6100055,2017,YFT,13193.0
641,6100055,2018,BET,3867.0
642,6100055,2018,YFT,15239.0
643,6100055,2019,BET,3962.0
644,6100055,2019,YFT,12759.0
645,6100055,2020,BET,14656.0
646,6100055,2020,YFT,25197.0
647,6100055,2021,BET,8984.588777420478
648,6100055,2021,YFT,12106.403121954025
649,6100055,2022,BET,11019.39053192853
650,6100055,2022,YFT,11919.254418228145
651,6100055,2023,BET,8865.0
652,6100055,2023,YFT,13691.0
673,6100060,1965,BET,12708.0
674,6100060,1965,YFT,30841.0
675,6100060,1966,BET,12642.0
676,6100060,1966,YFT,39314.0
677,6100060,1967,BET,9125.0
678,6100060,1967,YFT,17438.0
679,6100060,1968,BET,8103.0
680,6100060,1968,YFT,53776.0
681,6100060,1969,BET,14568.0
682,6100060,1969,YFT,26684.0
683,6100060,1970,BET,2194.0
684,6100060,1970,YFT,1283.0
685,6100060,1971,BET,5874.0
686,6100060,1971,YFT,13863.0
687,6100060,1972,BET,10913.0
688,6100060,1972,YFT,25560.0
689,6100060,1973,BET,1527.0
690,6100060,1973,YFT,974.0
691,6100060,1974,BET,4155.0
692,6100060,1974,YFT,4020.0
693,6100060,1975,BET,8657.0
694,6100060,1975,YFT,6294.0
695,6100060,1976,BET,4692.0
696,6100060,1976,YFT,3865.0
697,6100060,1977,BET,12317.0
698,6100060,1977,YFT,12757.0
699,6100060,1978,BET,36743.0
700,6100060,1978,YFT,17131.0
701,6100060,1979,BET,23218.0
702,6100060,1979,YFT,14702.0
703,6100060,1980,BET,20921.0
704,6100060,1980,YFT,11359.0
705,6100060,1981,BET,31304.0
706,6100060,1981,YFT,17395.0
707,6100060,1982,BET,65797.0
708,6100060,1982,YFT,36269.0
709,6100060,1983,BET,42078.0
710,6100060,1983,YFT,31316.0
711,6100060,1984,BET,28159.0
712,6100060,1984,YFT,23857.0
713,6100060,1985,BET,61143.0
714,6100060,1985,YFT,51024.0
715,6100060,1986,BET,56586.0
716,6100060,1986,YFT,46325.0
717,6100060,1987,BET,31179.0
718,6100060,1987,YFT,24205.0
719,6100060,1988,BET,52668.0
720,6100060,1988,YFT,46296.0
721,6100060,1989,BET,37825.0
722,6100060,1989,YFT,19634.0
723,6100060,1990,BET,39211.0
724,6100060,1990,YFT,23467.0
725,6100060,1991,BET,90141.0
726,6100060,1991,YFT,50063.0
727,6100060,1992,BET,72719.0
728,6100060,1992,YFT,47041.0
729,6100060,1993,BET,51778.0
730,6100060,1993,YFT,187410.0
731,6100060,1994,BET,43848.0
732,6100060,1994,YFT,32982.0
733,6100060,1995,BET,67877.0
734,6100060,1995,YFT,23905.0
735,6100060,1996,BET,78584.1130216985
736,6100060,1996,YFT,79755.7592097522
737,6100060,1997,BET,90149.0
738,6100060,1997,YFT,69696.0
739,6100060,1998,BET,109483.0
740,6100060,1998,YFT,59161.0
741,6100060,1999,BET,89863.0
742,6100060,1999,YFT,34161.0
743,6100060,2000,BET,96671.0
744,6100060,2000,YFT,42401.0
745,6100060,2001,BET,102503.0
746,6100060,2001,YFT,67904.0
747,6100060,2002,BET,120787.0
748,6100060,2002,YFT,57496.0
749,6100060,2003,BET,84627.0
750,6100060,2003,YFT,27461.0
751,6100060,2004,BET,110046.0
752,6100060,2004,YFT,54345.0
753,6100060,2005,BET,43869.94804210401
754,6100060,2005,YFT,47424.98586262155
755,6100060,2006,BET,59153.096816713405
756,6100060,2006,YFT,56359.159998185
757,6100060,2007,BET,32166.201187458602
758,6100060,2007,YFT,11144.1201276572
759,6100060,2008,BET,44897.576511354404
760,6100060,2008,YFT,4992.766319445503
761,6100060,2009,BET,42900.80929553585
762,6100060,2009,YFT,5212.379943677368
763,6100060,2010,BET,74.0
764,6100060,2010,YFT,6.0
765,6100060,2012,BET,73504.39234449761
766,6100060,2012,YFT,9931.0
767,6100060,2013,BET,19163.0
768,6100060,2013,YFT,5028.730483271374
769,6100060,2014,BET,23086.276954870977
770,6100060,2014,YFT,13980.677438214405
771,6100060,2015,BET,23996.125449911204
772,6100060,2015,YFT,13557.01414387208
773,6100060,2016,BET,23504.296359716725
774,6100060,2016,YFT,21165.95715761959
775,6100060,2017,BET,16036.0
776,6100060,2017,YFT,11920.0
777,6100060,2018,BET,8538.0
778,6100060,2018,YFT,11597.0
779,6100060,2019,BET,8442.0
780,6100060,2019,YFT,10844.0
781,6100060,2020,BET,16298.0
782,6100060,2020,YFT,14392.0
783,6100060,2021,BET,9974.427777240127
784,6100060,2021,YFT,12559.490564257041
785,6100060,2022,BET,18558.435498134597
786,6100060,2022,YFT,23620.284360338774
787,6100060,2023,BET,12575.0
788,6100060,2023,YFT,8840.0
811,6100065,1965,BET,10505.0
812,6100065,1965,YFT,40741.0
813,6100065,1966,BET,16061.0
814,6100065,1966,YFT,39158.0
815,6100065,1967,BET,9966.0
816,6100065,1967,YFT,16869.0
817,6100065,1968,BET,3804.0
818,6100065,1968,YFT,28992.0
819,6100065,1969,BET,14650.0
820,6100065,1969,YFT,40201.0
821,6100065,1970,BET,7719.0
822,6100065,1970,YFT,11724.0
823,6100065,1971,BET,5151.0
824,6100065,1971,YFT,13083.0
825,6100065,1972,BET,10647.0
826,6100065,1972,YFT,15001.0
827,6100065,1973,BET,4843.0
828,6100065,1973,YFT,3911.0
829,6100065,1974,BET,191.0
830,6100065,1974,YFT,506.0
831,6100065,1975,BET,7620.0
832,6100065,1975,YFT,6627.0
833,6100065,1976,BET,3537.0
834,6100065,1976,YFT,2404.0
835,6100065,1977,BET,4795.0
836,6100065,1977,YFT,4821.0
837,6100065,1978,BET,38956.0
838,6100065,1978,YFT,11606.0
839,6100065,1979,BET,20393.0
840,6100065,1979,YFT,18110.0
841,6100065,1980,BET,15659.0
842,6100065,1980,YFT,10219.0
843,6100065,1981,BET,22766.0
844,6100065,1981,YFT,15910.0
845,6100065,1982,BET,46444.0
846,6100065,1982,YFT,29241.0
847,6100065,1983,BET,42262.0
848,6100065,1983,YFT,28187.0
849,6100065,1984,BET,36245.0
850,6100065,1984,YFT,22118.0
851,6100065,1985,BET,65806.0
852,6100065,1985,YFT,37141.0
853,6100065,1986,BET,42358.0
854,6100065,1986,YFT,30661.0
855,6100065,1987,BET,24577.0
856,6100065,1987,YFT,17313.0
857,6100065,1988,BET,61651.0
858,6100065,1988,YFT,45942.0
859,6100065,1989,BET,25810.0
860,6100065,1989,YFT,20319.0
861,6100065,1990,BET,11386.0
862,6100065,1990,YFT,7985.0
863,6100065,1991,BET,47196.0
864,6100065,1991,YFT,33378.0
865,6100065,1992,BET,21450.0
866,6100065,1992,YFT,14347.0
867,6100065,1993,BET,28159.0
868,6100065,1993,YFT,22181.0
869,6100065,1994,BET,34005.0
870,6100065,1994,YFT,23855.0
871,6100065,1995,BET,30237.0
872,6100065,1995,YFT,24014.0
873,6100065,1996,BET,36181.0
874,6100065,1996,YFT,16075.0
875,6100065,1997,BET,32704.0
876,6100065,1997,YFT,29823.0
877,6100065,1998,BET,27682.0
878,6100065,1998,YFT,14735.0
879,6100065,1999,BET,80725.0
880,6100065,1999,YFT,28445.0
881,6100065,2000,BET,89880.0
882,6100065,2000,YFT,47590.0
883,6100065,2001,BET,87345.0
884,6100065,2001,YFT,50190.0
885,6100065,2002,BET,105798.0
886,6100065,2002,YFT,48009.0
887,6100065,2003,BET,56976.0
888,6100065,2003,YFT,17664.0
889,6100065,2004,BET,54064.0
890,6100065,2004,YFT,21390.0
891,6100065,2005,BET,35796.33463280745
892,6100065,2005,YFT,50955.48231679838
893,6100065,2006,BET,20393.16204360332
894,6100065,2006,YFT,13728.488819964772
895,6100065,2007,BET,23914.593324259073
896,6100065,2007,YFT,6863.026920799223
897,6100065,2008,BET,37120.82864663944
898,6100065,2008,YFT,8565.492320131856
899,6100065,2009,BET,48849.94033587905
900,6100065,2009,YFT,4398.3277179596025
901,6100065,2010,BET,35590.77141222622
902,6100065,2010,YFT,2447.760460934946
903,6100065,2011,BET,4080.0
904,6100065,2011,YFT,277.0
905,6100065,2012,BET,66813.74162679425
906,6100065,2012,YFT,7447.507177033493
907,6100065,2013,BET,28087.0
908,6100065,2013,YFT,5349.0
909,6100065,2014,BET,10620.842732896617
910,6100065,2014,YFT,4015.5290232520406
911,6100065,2015,BET,12464.172650612638
912,6100065,2015,YFT,5726.775208608869
913,6100065,2016,BET,8020.838692863711
914,6100065,2016,YFT,13633.070707420566
915,6100065,2017,BET,7360.0
916,6100065,2017,YFT,6843.0
917,6100065,2018,BET,6731.0
918,6100065,2018,YFT,8086.0
919,6100065,2019,BET,6946.0
